Region,Month of Period End,Property Type,Region Type,Seasonally Adjusted,State Code,City,last_updated,Measure Display,parent_metro_region,Period Begin,Period End,State,Table Id,Worksheet Filter,active_listings,active_listings_mom,active_listings_yoy,Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median List Ppsf,Median List Ppsf Mom,Median List Ppsf Yoy,Median List Price,Median List Price Mom,Median List Price Yoy,Median Ppsf,Median Ppsf Mom,Median Ppsf Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,New Listings,New Listings Mom,New Listings Yoy,Number of Records,off_market_in_two_weeks,off_market_in_two_weeks_mom,off_market_in_two_weeks_yoy,parent_metro_region_metro_code,pending_sales,pending_sales_mom,pending_sales_yoy,Period Duration,Price Drops,Price Drops Mom,Price Drops Yoy,property_type_id,region_type_id,Sold Above List,Sold Above List Mom,Sold Above List Yoy
"Philadelphia, PA metro area",February 2015,All Residential,Metro,False,PA,,6/14/2020 3:16:51 PM,,"Philadelphia, PA",2/1/2015,2/28/2015,,37964,Value,12416,-0.012251392,0.091900449,0.944435981,-0.1%,0.6%,1304,0.2%,24.5%,10249,-0.2%,7.6%,80,8,5,121,0.142777778,0.046184615,174900,0.250178699,0.1,100.877192982,-0.043534763,-0.005819525,$134K,-7.9%,-7.6%,7.9,0,-1.2,2361,4.4%,12.3%,1,0.388074291,0.068444281,0.008370757,37964,1023,0.051387461,0.166476625,30,0.153478388,-0.018740587,0.019095186,-1,-2,0.117331288,-0.003252429,0.005583437
"Philadelphia, PA metro area",September 2018,All Residential,Metro,False,PA,,6/14/2020 3:16:51 PM,,"Philadelphia, PA",9/1/2018,9/30/2018,,37964,Value,9434,-0.008825383,-0.166386852,0.971521053,-0.3%,0.3%,2019,-21.8%,-8.3%,6862,1.8%,-21.5%,33,2,-8,146.102314251,0.052575173,-0.018886402,205000,0.051821447,-0.046511628,142.171552338,-0.036578657,0.084646545,$200K,-3.2%,7.9%,3.4,0.8,-0.6,2775,-3.7%,-2.9%,1,0.356842105,0.001942010,-0.005621238,37964,1900,-0.096098953,0.114369501,30,0.308802099,0.040632416,0.076387595,-1,-2,0.206537890,-0.008715691,0.018895909
"Philadelphia, PA metro area",May 2020,All Residential,Metro,False,PA,,6/14/2020 3:16:51 PM,,"Philadelphia, PA",5/1/2020,5/31/2020,,37964,Value,7599,0.115367679,-0.283383629,0.968419823,-0.9%,-0.4%,1119,-25.9%,-58.0%,5786,7.8%,-22.7%,42,3,5,179.653679654,0.069149569,0.125261537,269900,0.083935743,0.148999574,161.356209150,-0.040403338,0.075708061,$235K,-5.8%,7.8%,5.2,1.6,2.4,2309,120.7%,-35.5%,1,0.383900929,0.196760814,0.035618101,37964,1292,0.239923225,-0.477979798,30,0.154165226,0.066017630,-0.132999192,-1,-2,0.187667560,-0.036687172,-0.019164272
"Seattle, WA metro area",August 2012,All Residential,Metro,False,WA,,6/14/2020 3:16:51 PM,,"Seattle, WA",8/1/2012,8/31/2012,,42644,Value,12979,-0.006810530,-0.297635153,0.989864547,-0.2%,1.5%,3786,5.3%,20.8%,9193,0.2%,-37.0%,30,2,-24,168.657863962,-0.024995045,0.122090738,315000,-0.043280182,0.145871226,163.764510779,0.011796515,0.056232643,$312K,0.5%,10.1%,2.4,-0.2,-2.3,3965,1.2%,1.6%,1,0.489141675,-0.025268512,0.140965255,42644,2901,-0.027815013,0.230279898,30,0.251386925,0.003211742,-0.082631293,-1,-2,0.278922345,-0.013903016,0.108533067
"Los Angeles, CA metro area",January 2013,All Residential,Metro,False,CA,,6/14/2020 3:16:51 PM,,"Los Angeles, CA",1/1/2013,1/31/2013,,31084,Value,16700,0.046890672,-0.494689703,0.993941794,0.2%,1.8%,5482,-25.7%,8.7%,10021,0.2%,-60.4%,30,-1,-40,264.435109507,0.064961010,0.179898397,399000,0.14,0.224114128,238.222222222,-0.017116195,0.143703929,$340K,-4.0%,17.2%,1.8,0.4,-3.2,6893,62.6%,-16.9%,1,0.546830109,0.067381148,0.199639098,31084,5221,0.179087624,0.173258427,30,0.213551542,-0.047500669,-0.017676487,-1,-2,0.377781831,0.018161235,0.110190157
"Los Angeles, CA metro area",July 2013,All Residential,Metro,False,CA,,6/14/2020 3:16:51 PM,,"Los Angeles, CA",7/1/2013,7/31/2013,,31084,Value,20934,0.088894668,-0.196237282,1.010079260,-0.2%,1.8%,7297,4.9%,1.9%,13119,9.9%,-25.8%,15,0,-26,305.405405405,0.002344430,0.230560316,454825,-0.009095861,0.246095890,295.425667090,0.012499965,0.285101652,$431K,-0.9%,28.7%,1.8,0.1,-0.7,9124,7.3%,20.2%,1,0.534846961,-0.041201857,0.107288035,31084,6959,0.061632342,0.147024889,30,0.227761262,0.033475069,0.034070625,-1,-2,0.491845964,-0.014190253,0.137196425
"Los Angeles, CA metro area",January 2014,All Residential,Metro,False,CA,,6/14/2020 3:16:51 PM,,"Los Angeles, CA",1/1/2014,1/31/2014,,31084,Value,18978,0.080567101,0.136407186,0.992071297,-0.3%,-0.2%,4798,-20.2%,-12.5%,12757,8.1%,27.3%,32,7,2,310,0.066418565,0.172310290,455000,0.083333333,0.140350877,292.857142857,-0.025726307,0.229344350,$425K,-3.4%,25.0%,2.7,0.7,0.9,7286,67.4%,5.7%,1,0.464942283,0.092270030,-0.081887826,31084,4678,0.088919926,-0.104003065,30,0.212275613,0.041924067,-0.001275928,-1,-2,0.336181742,-0.035161343,-0.041600089
"Los Angeles, CA metro area",June 2014,All Residential,Metro,False,CA,,6/14/2020 3:16:51 PM,,"Los Angeles, CA",6/1/2014,6/30/2014,,31084,Value,22650,0.016105155,0.178153446,0.997252545,0.0%,-1.5%,6477,0.2%,-6.9%,15517,7.7%,30.0%,22,0,7,329.310949842,0.003938312,0.080802731,499000,-0.001800360,0.087145969,315.324165029,0.004579946,0.080697250,$465K,-0.6%,6.9%,2.4,0.2,0.7,8403,-1.1%,-1.2%,1,0.473314836,0.020139060,-0.102733982,31084,6127,-0.094977843,-0.065293669,30,0.259715151,0.010010188,0.065428958,-1,-2,0.364366219,-0.020558715,-0.141669998
"Los Angeles, CA metro area",September 2014,All Residential,Metro,False,CA,,6/14/2020 3:16:51 PM,,"Los Angeles, CA",9/1/2014,9/30/2014,,31084,Value,24853,0.011065457,0.162550285,0.991295854,-0.2%,-1.3%,6030,-6.6%,-3.1%,18068,3.6%,24.9%,30,6,11,326.370757180,0.007696377,0.069467899,488000,-0.002044990,0.065502183,320.220298977,-0.011464589,0.074975520,$470K,-2.1%,8.5%,3,0.3,0.7,7616,-2.9%,-3.4%,1,0.368089711,-0.040790000,-0.080337010,31084,5083,-0.125279642,-0.144708060,30,0.254206332,-0.007201602,0.000887748,-1,-2,0.321061360,-0.011394101,-0.121561591
"Los Angeles, CA metro area",December 2014,All Residential,Metro,False,CA,,6/14/2020 3:16:51 PM,,"Los Angeles, CA",12/1/2014,12/31/2014,,31084,Value,20509,-0.108614395,0.167738997,0.987066174,-0.1%,-0.8%,6014,17.3%,0.0%,13926,-14.9%,18.0%,44,4,19,312.070063694,-0.029007490,0.073539708,459000,-0.041753653,0.092857143,317.889533155,0.001246055,0.057551154,$469K,0.4%,6.6%,2.3,-0.9,0.3,4254,-21.6%,-2.3%,1,0.281423804,-0.050673435,-0.091248449,31084,4495,-0.073959621,0.046322160,30,0.150294413,-0.044425059,-0.020057133,-1,-2,0.293481876,-0.007396173,-0.077861209
"Los Angeles, CA metro area",September 2017,All Residential,Metro,False,CA,,6/14/2020 3:16:51 PM,,"Los Angeles, CA",9/1/2017,9/30/2017,,31084,Value,24798,-0.053222358,-0.120357561,0.999231169,-0.2%,0.4%,6594,-12.8%,-3.0%,17329,-1.3%,-13.0%,41,2,2,402.884615385,0.021278779,0.080970414,599000,0.016115352,0.079279279,395.778364116,-0.003972410,0.068172392,$590K,-0.2%,10.3%,2.6,0.3,-0.3,7408,-9.5%,-16.5%,1,0.293258229,-0.008342935,-0.021053924,31084,5681,-0.173071325,-0.123843307,30,0.178833170,-0.014164268,-0.019831355,-1,-2,0.434637549,-0.007309026,0.049286762
"Los Angeles, CA metro area",September 2018,All Residential,Metro,False,CA,,6/14/2020 3:16:51 PM,,"Los Angeles, CA",9/1/2018,9/30/2018,,31084,Value,26496,-0.019683291,0.068473264,0.995735636,-0.4%,-0.3%,5240,-24.8%,-20.5%,19874,3.7%,14.7%,41,3,0,435.387673956,0.051038307,0.080675849,650000,0.050080775,0.085141903,415.586505463,-0.028130284,0.050048570,$615K,-2.2%,4.2%,3.8,1,1.2,7466,-11.4%,0.8%,1,0.233935743,-0.030465552,-0.059322486,31084,4980,-0.194174757,-0.123393769,30,0.225973634,-0.011741546,0.047140464,-1,-2,0.388740458,-0.034314380,-0.045897091
"Los Angeles, CA metro area",November 2019,All Residential,Metro,False,CA,,6/14/2020 3:16:51 PM,,"Los Angeles, CA",11/1/2019,11/30/2019,,31084,Value,22824,-0.112390138,-0.116307883,0.995506940,0.2%,0.4%,5508,-11.7%,8.3%,16069,-11.0%,-15.7%,49,0,4,435.065794739,-0.030093322,0.026755276,649900,-0.022706767,0.031914894,425.794183982,-0.005561588,0.020513537,$640K,-0.8%,2.4%,2.9,0,-0.8,4897,-28.4%,-16.9%,1,0.224566859,-0.009842532,0.017462446,31084,4502,-0.174247982,-0.030785791,30,0.164104798,-0.033712618,-0.046015406,-1,-2,0.389433551,0.020447021,0.043128520
"Washington, DC metro area",February 2014,All Residential,Metro,False,DC,,6/14/2020 3:16:51 PM,,"Washington, DC",2/1/2014,2/28/2014,,47894,Value,18122,0.008739215,0.058218978,0.986757629,0.3%,0.1%,3571,7.9%,-5.3%,12968,3.1%,10.6%,46,-1,3,192.255876068,0.047869735,0.070128205,374900,0.071448985,0.028532236,190.217391304,0.065217391,0.107492855,$336K,1.8%,6.6%,3.6,-0.2,0.5,5718,12.5%,-1.8%,1,0.562278550,0.101050530,-0.053628825,47894,3669,0.057653502,-0.076516486,30,0.159469463,-0.029412356,0.002499663,-1,-2,0.217586110,0.010095926,-0.032480185
"Washington, DC metro area",November 2014,All Residential,Metro,False,DC,,6/14/2020 3:16:51 PM,,"Washington, DC",11/1/2014,11/30/2014,,47894,Value,23109,-0.109548397,0.144123181,0.983887655,-0.1%,-0.6%,4113,-19.3%,-2.0%,16736,-12.1%,15.0%,42,2,11,186.442731278,-0.048253315,0.039558188,339000,-0.083770164,0.044764620,186.068809927,-0.028371933,-0.004860714,$356K,0.1%,3.0%,4.1,0.400000000,0.6,4271,-32.8%,-6.6%,1,0.326457856,-0.048759158,-0.043575047,47894,3927,-0.147786458,-0.006074412,30,0.227413958,-0.065412426,0.007313663,-1,-2,0.203257963,-0.002785993,-0.032750611
"Washington, DC metro area",May 2016,All Residential,Metro,False,DC,,6/14/2020 3:16:51 PM,,"Washington, DC",5/1/2016,5/31/2016,,47894,Value,26734,0.001836238,-0.060151169,0.992289284,0.2%,0.2%,7252,14.4%,14.4%,18206,1.7%,-10.4%,20,-4,0,195.846153846,-0.021309109,-0.003843578,394600,-0.037560976,-0.001012658,198.863636364,0.020854601,-0.001142650,$385K,3.2%,0.0%,2.5,-0.3,-0.7,9123,-15.7%,-8.4%,1,0.489042040,-0.065693507,0.005218082,47894,7255,-0.008473418,0.057271932,30,0.265736570,0.014507245,-0.014294938,-1,-2,0.264616657,0.000537150,0.004995206
"Washington, DC metro area",April 2018,All Residential,Metro,False,DC,,6/14/2020 3:16:51 PM,,"Washington, DC",4/1/2018,4/30/2018,,47894,Value,22258,0.094458376,-0.057623100,0.995527387,0.3%,0.2%,6691,12.7%,4.5%,13610,12.4%,-11.1%,13,-7,-4,211.482128982,0.009177879,0.033186298,425000,0,0.020544154,211.313977851,0.009906608,0.046664547,$405K,2.7%,3.8%,2,0,-0.4,10336,8.0%,6.1%,1,0.613364842,-0.031343425,0.018156422,47894,7617,0.102794267,0.054840050,30,0.261131521,0.010161489,0.025341635,-1,-2,0.326558063,0.047386485,0.030290688
"Chicago, IL metro area",November 2017,All Residential,Metro,False,IL,,6/14/2020 3:16:51 PM,,"Chicago, IL",11/1/2017,11/30/2017,,16984,Value,35606,-0.101992434,-0.051417306,0.969751296,0.0%,0.2%,7203,-10.1%,0.4%,25988,-11.0%,-7.9%,43,2,-6,142.421625851,-0.034572051,0.058267297,225000,-0.062109212,0.046538400,139.797739441,-0.005380201,0.045443965,$225K,0.0%,4.7%,3.6,0,-0.3,6671,-26.3%,1.7%,1,0.306824101,-0.029265252,0.022497556,16984,5759,-0.164635915,0.075845320,30,0.211251347,-0.070837694,-0.009084031,-1,-2,0.180480355,-0.000283118,0.002361889
"Boston, MA metro area",September 2012,All Residential,Metro,False,MA,,6/14/2020 3:16:51 PM,,"Boston, MA",9/1/2012,9/30/2012,,14454,Value,24869,-0.051561725,-0.140967185,0.971026365,-0.1%,0.9%,3396,-33.4%,6.1%,20431,1.4%,-15.7%,105,3,-14,211.111111111,0.072569211,0.026513257,359900,0.107384615,0.028579594,198.108645521,-0.046892689,0.011769154,$335K,-5.6%,2.1%,6,2,-1.6,5101,23.3%,-2.4%,1,0.081318681,0.026786902,0.010948311,14454,1820,-0.315532155,0.123456790,30,0.195487250,0.018476326,-0.060711438,-1,-2,0.174028269,0.003535822,0.049965769
"Boston, MA metro area",August 2017,All Residential,Metro,False,MA,,6/14/2020 3:16:51 PM,,"Boston, MA",8/1/2017,8/31/2017,,14454,Value,13463,-0.023854408,-0.096321654,1.004456916,-0.6%,0.6%,5827,7.4%,-2.0%,8267,-4.4%,-14.6%,13,3,-1,253.779326020,-0.013043845,0.065505097,435000,-0.033118471,0.061234447,262.791507135,-0.034721904,0.058855054,$465K,-2.1%,5.9%,1.4,-0.2,-0.2,4876,-3.2%,2.1%,1,0.542507368,0.027018177,0.024865881,14454,4411,-0.016937820,0.044518115,30,0.295028426,0.001284931,0.017549087,-1,-2,0.437274755,-0.049540660,0.043462749
"Boston, MA metro area",June 2018,All Residential,Metro,False,MA,,6/14/2020 3:16:51 PM,,"Boston, MA",6/1/2018,6/30/2018,,14454,Value,15502,0.000387197,0.011285798,1.012393345,-0.1%,0.1%,6247,42.7%,-2.8%,9053,2.7%,2.7%,9,0,1,275.739644970,-0.017952843,0.036742175,499900,-0.047628120,0.063843371,279.789335089,-0.006573235,0.050671593,$515K,3.2%,7.7%,1.4,-0.6,0,6757,-18.1%,0.2%,1,0.620834736,-0.053293822,0.006437980,14454,5942,-0.049888072,0.004055424,30,0.337678118,0.034193837,0.014328901,-1,-2,0.519129182,-0.000633212,0.012130737
"Boston, MA metro area",July 2018,All Residential,Metro,False,MA,,6/14/2020 3:16:51 PM,,"Boston, MA",7/1/2018,7/31/2018,,14454,Value,14207,-0.083537608,0.030089907,1.010846185,-0.2%,0.1%,5743,-8.1%,5.9%,8754,-3.3%,1.2%,9,0,-1,269.082125604,-0.024144223,0.046469247,475000,-0.049809962,0.055790176,283.738673897,0.014115402,0.042220618,$515K,0.0%,8.4%,1.5,0.1,-0.1,5187,-23.2%,2.9%,1,0.493710043,-0.127124692,-0.021779148,14454,4849,-0.183944800,0.080677513,30,0.312200137,-0.025477981,0.018456642,-1,-2,0.504440188,-0.014688994,0.017624772
"Boston, MA metro area",December 2018,All Residential,Metro,False,MA,,6/14/2020 3:16:51 PM,,"Boston, MA",12/1/2018,12/31/2018,,14454,Value,10314,-0.238987678,0.163320550,0.987817190,-0.6%,-0.7%,3641,-18.2%,-8.0%,6633,-23.8%,25.4%,23,6,2,264.338020425,-0.047364790,0.057544362,447950,-0.064822547,0.066547619,268,-0.016466019,0.038389061,$454K,-4.4%,-0.2%,1.8,-0.2,0.5,1633,-51.8%,-3.1%,1,0.295819936,-0.058780283,-0.085826382,14454,2488,-0.318729463,-0.020086648,30,0.174430876,-0.150436971,0.007070815,-1,-2,0.304586652,-0.049186933,-0.045008899
"Boston, MA metro area",May 2020,All Residential,Metro,False,MA,,6/14/2020 3:16:51 PM,,"Boston, MA",5/1/2020,5/31/2020,,14454,Value,12378,0.233605740,-0.253842908,0.997343042,-0.7%,-0.5%,3016,-3.0%,-38.6%,7806,11.5%,-22.4%,21,1,10,317.619454868,0.058967314,0.078890261,589000,0.072859745,0.071883530,291.030534351,-0.035441658,0.000417462,$530K,-1.3%,2.1%,2.6,0.3,0.6,5455,70.8%,-33.7%,1,0.332999499,0.059001011,-0.299826220,14454,3994,0.509448224,-0.324196277,30,0.201255445,0.055196050,-0.122007996,-1,-2,0.421750663,-0.044165736,-0.021720512
"Philadelphia, PA metro area",August 2012,All Residential,Metro,False,PA,,6/14/2020 3:16:51 PM,,"Philadelphia, PA",8/1/2012,8/31/2012,,37964,Value,13881,0.002021223,-0.072249699,0.942624120,-0.1%,0.3%,1748,7.3%,19.2%,11640,-0.5%,-9.8%,66,5,-3,99.724264706,-0.097445039,-0.006383690,134949.5,-0.097327759,-0.000374074,117.916666667,-0.041341757,0.029090909,$165K,-3.0%,8.0%,6.7,-0.5,-2.1,2501,3.0%,14.9%,1,0.310774711,0.040529890,0.003615357,37964,1123,0.057438795,0.296766744,30,0.214175258,0.016124142,0.213632706,-1,-2,0.108695652,0.003109403,0.022806082
"Philadelphia, PA metro area",February 2014,All Residential,Metro,False,PA,,6/14/2020 3:16:51 PM,,"Philadelphia, PA",2/1/2014,2/28/2014,,37964,Value,11371,-0.011303365,-0.062030850,0.938203376,0.0%,0.3%,1047,-14.5%,-14.3%,9525,0.0%,-5.7%,75,10,-11,115.658362989,0.022294325,-0.016903915,159000,0.025806452,-0.006250000,101.467686695,-0.011832201,0.029779774,$145K,-2.0%,3.2%,9.1,1.3,0.800000000,2103,0.0%,-15.5%,1,0.379703535,0.028478331,-0.063674584,37964,877,0.023337223,-0.158349328,30,0.134383202,-0.029150040,-0.021619175,-1,-2,0.111747851,0.016159616,-0.009464270
"Philadelphia, PA metro area",June 2016,All Residential,Metro,False,PA,,6/14/2020 3:16:51 PM,,"Philadelphia, PA",6/1/2016,6/30/2016,,37964,Value,12815,-0.013471901,-0.110131241,0.969266863,0.7%,1.0%,2986,25.1%,14.3%,9903,-0.8%,-14.0%,40,-2,-1,129.178208680,-0.056232265,0.060638088,175000,-0.078462349,0.060606061,138.477088949,0.041678400,0.033100570,$195K,2.7%,2.6%,3.3,-0.9,-1.1,3077,-4.7%,-3.1%,1,0.328643216,-0.015702991,0.034395428,37964,1990,-0.073987901,0.100663717,30,0.219024538,0.009705901,-0.019124446,-1,-2,0.169122572,0.006156506,0.035508483
"Philadelphia, PA metro area",April 2018,All Residential,Metro,False,PA,,6/14/2020 3:16:51 PM,,"Philadelphia, PA",4/1/2018,4/30/2018,,37964,Value,9913,0.008340962,-0.162965465,0.973412263,0.7%,0.7%,2312,12.5%,5.5%,6646,2.0%,-25.4%,35,-15,-7,156.448202960,0.053018026,0.068641438,225000,0.046998604,0.097560976,144.100093985,0.017111169,0.066037376,$200K,2.0%,5.6%,2.9,-0.3,-1.2,3509,14.0%,2.3%,1,0.420991479,0.020464470,0.072802064,37964,2582,0.133948177,0.198700093,30,0.235931387,-0.001791142,0.051756303,-1,-2,0.207179931,0.017885527,0.031085040
"Philadelphia, PA metro area",October 2018,All Residential,Metro,False,PA,,6/14/2020 3:16:51 PM,,"Philadelphia, PA",10/1/2018,10/31/2018,,37964,Value,9733,0.031693873,-0.139129666,0.967641669,-0.4%,0.2%,2168,7.4%,-0.6%,6944,1.2%,-19.4%,32,-1,-11,142.946770572,-0.021598177,0.050098693,199850,-0.025121951,0.052395998,140.537693632,-0.011492163,0.070427754,$198K,-1.0%,6.8%,3.2,-0.2,-0.8,2943,6.1%,8.6%,1,0.358937198,0.002095093,0.051704682,37964,2070,0.089473684,0.237298267,30,0.365495392,0.056693293,0.122198816,-1,-2,0.207564576,0.001026686,0.032415561
"Philadelphia, PA metro area",April 2019,All Residential,Metro,False,PA,,6/14/2020 3:16:51 PM,,"Philadelphia, PA",4/1/2019,4/30/2019,,37964,Value,10233,0.072753957,0.032280843,0.972343987,0.8%,-0.1%,2218,17.2%,-4.1%,7122,4.6%,7.2%,41,-10,6,163.423076923,0.025572580,0.044582640,237500,0.032608696,0.055555556,145.8325,0.037923490,0.012022241,$210K,6.2%,5.0%,3.2,-0.4,0.3,3493,8.8%,-0.5%,1,0.387428102,-0.021065326,-0.033563378,37964,2434,0.230535895,-0.057319907,30,0.270429655,0.031880036,0.034498267,-1,-2,0.189810640,0.031776814,-0.017369291
"Seattle, WA metro area",July 2012,All Residential,Metro,False,WA,,6/14/2020 3:16:51 PM,,"Seattle, WA",7/1/2012,7/31/2012,,42644,Value,13068,-0.022295376,-0.305226221,0.991924480,0.1%,1.7%,3596,-3.8%,30.1%,9179,-1.5%,-38.5%,28,-3,-24,172.981545559,-0.001649366,0.111858459,329250,-0.028761062,0.101170569,161.855183655,-0.006541021,0.036384379,$310K,0.0%,8.8%,2.6,0.1,-2.8,3917,-6.8%,-1.3%,1,0.514410188,0.004347502,0.192812936,42644,2984,-0.015506434,0.281236582,30,0.248175182,-0.000939719,-0.070058417,-1,-2,0.292825362,0.003098235,0.108015235
"Seattle, WA metro area",May 2019,All Residential,Metro,False,WA,,6/14/2020 3:16:51 PM,,"Seattle, WA",5/1/2019,5/31/2019,,42644,Value,13124,0.159363958,0.224367945,1.003720688,0.0%,-3.8%,4815,16.5%,0.9%,7771,24.4%,48.2%,9,-1,2,315.768621236,-0.019729280,0.030541944,597900,-0.001836394,0.015110357,317.733644860,0.012945405,-0.000782469,$592K,3.5%,1.2%,1.6,0.1,0.5,6936,24.1%,0.4%,1,0.632595001,-0.022062292,-0.139764253,42644,4921,0.081063269,-0.073432499,30,0.331360185,0.055796095,0.072065619,-1,-2,0.381308411,0.014262682,-0.235962601
"Los Angeles, CA metro area",June 2013,All Residential,Metro,False,CA,,6/14/2020 3:16:51 PM,,"Los Angeles, CA",6/1/2013,6/30/2013,,31084,Value,19225,0.031328791,-0.299839755,1.012363785,0.4%,2.4%,6958,-7.0%,-8.9%,11936,9.9%,-36.6%,15,0,-27,304.691078574,0.015163989,0.231920502,459000,0,0.240875912,291.778446679,0.044991558,0.282680383,$435K,4.3%,31.8%,1.7,0.2,-0.8,8504,0.5%,8.2%,1,0.576048818,-0.016649822,0.132351063,31084,6555,-0.061560487,0.074414030,30,0.194286193,-0.000721176,0.009030191,-1,-2,0.506036217,0.018462727,0.168467446
"Los Angeles, CA metro area",October 2016,All Residential,Metro,False,CA,,6/14/2020 3:16:51 PM,,"Los Angeles, CA",10/1/2016,10/31/2016,,31084,Value,27001,-0.042212053,0.087128075,0.992284247,-0.3%,-0.1%,6229,-8.4%,-3.9%,19183,-3.7%,15.1%,40,1,5,376.207537604,0.009393762,0.060624394,565000,0.018018018,0.048237477,369.847543761,-0.001812703,0.069013388,$540K,0.9%,8.2%,3.1,0.2,0.5,7238,-18.4%,-4.9%,1,0.274516457,-0.039795696,-0.083668822,31084,5894,-0.090993214,-0.065038071,30,0.189386436,-0.009278089,-0.050008776,-1,-2,0.353828865,-0.031521922,0.013761006
"Los Angeles, CA metro area",June 2017,All Residential,Metro,False,CA,,6/14/2020 3:16:51 PM,,"Los Angeles, CA",6/1/2017,6/30/2017,,31084,Value,26147,0.010199745,0.004842243,1.002200809,0.1%,0.4%,8048,13.2%,7.1%,17677,2.0%,0.2%,35,-1,2,399.881866222,0.003936651,0.064746628,599000,0,0.050877193,394.316402427,0.016156305,0.074691431,$588K,1.6%,8.3%,2.2,-0.2,-0.100000000,8970,-1.8%,-4.9%,1,0.311220075,-0.031294553,-0.077347219,31084,6934,-0.010418153,0.003473227,30,0.180007920,0.012860447,-0.027340269,-1,-2,0.457753479,0.007387900,0.049606514
"Los Angeles, CA metro area",May 2019,All Residential,Metro,False,CA,,6/14/2020 3:16:51 PM,,"Los Angeles, CA",5/1/2019,5/31/2019,,31084,Value,28046,0.041750241,0.120898445,0.995504257,0.3%,-0.9%,6632,10.0%,-1.1%,19986,2.8%,16.6%,46,-2,12,437.534227820,0.008026940,0.033158760,684500,0.014074074,0.054699538,420.026881720,-0.003253176,0.001466618,$629K,0.5%,-0.2%,3,-0.2,0.4,8787,6.0%,-2.0%,1,0.249755142,0.001674703,-0.076391229,31084,6126,0.119926874,-0.069845126,30,0.187431202,0.012375935,0.003497005,-1,-2,0.377864897,0.007777018,-0.096117509
"Chicago, IL metro area",December 2012,All Residential,Metro,False,IL,,6/14/2020 3:16:51 PM,,"Chicago, IL",12/1/2012,12/31/2012,,16984,Value,37838,-0.096837331,-0.215304853,0.952759397,-0.1%,1.4%,6490,-2.9%,19.8%,30058,-9.1%,-25.7%,68,0,-26,94.166841921,-0.056196788,0.047462090,135000,-0.068644360,0.063829787,99.806201550,-0.015027465,0.033862833,$151K,-2.6%,6.3%,4.6,-0.300000000,-2.9,5269,-20.5%,0.3%,1,0.303864479,0.019003071,0.045854935,16984,3778,-0.194456290,0.287661895,30,0.158160889,-0.054438488,-0.037106407,-1,-2,0.195377504,0.006802657,0.041786956
"Chicago, IL metro area",January 2014,All Residential,Metro,False,IL,,6/14/2020 3:16:51 PM,,"Chicago, IL",1/1/2014,1/31/2014,,16984,Value,33702,-0.017577613,-0.122777792,0.967548585,-0.3%,1.2%,5116,-28.7%,-7.1%,26283,-1.0%,-12.6%,59,7,-16,122.167277914,0.146034502,0.122759494,194900,0.221943574,0.181212121,108.199087928,-0.060206546,0.137934964,$164K,-6.3%,17.1%,5.1,1.4,-0.4,7612,34.5%,-16.5%,1,0.341564792,0.050970501,-0.031071470,16984,4090,-0.043051006,-0.090100111,30,0.213560096,0.039922293,-0.014046512,-1,-2,0.225566849,-0.005481088,0.019903389
"Chicago, IL metro area",October 2017,All Residential,Metro,False,IL,,6/14/2020 3:16:51 PM,,"Chicago, IL",10/1/2017,10/31/2017,,16984,Value,39650,-0.026157436,-0.042108569,0.970073796,-0.3%,0.1%,8016,-3.9%,2.9%,29200,-5.6%,-6.7%,41,5,-5,147.521755581,-0.030316678,0.054480026,239900,-0.032271077,0.066222222,140.553947912,-0.037382626,0.042576411,$225K,-3.5%,2.3%,3.6,-0.1,-0.4,9048,-12.1%,5.0%,1,0.336089353,-0.018663386,0.008429102,16984,6894,0.020728457,0.096548433,30,0.282089041,-0.003472802,0.014662040,-1,-2,0.180763473,-0.018684836,-0.001288138
"Chicago, IL metro area",May 2018,All Residential,Metro,False,IL,,6/14/2020 3:16:51 PM,,"Chicago, IL",5/1/2018,5/31/2018,,16984,Value,41568,0.054918282,-0.014369043,0.978318459,0.1%,0.0%,10683,16.1%,-1.4%,29221,7.4%,-0.6%,26,-5,-3,161.242884250,0.001036316,0.034210919,275000,-0.014336918,0.058099269,153.479125249,0.004959025,0.027737083,$255K,0.8%,2.0%,2.7,-0.3,0,14742,1.5%,4.4%,1,0.453224698,-0.026982893,0.008940772,16984,10187,0.036633764,-0.018877010,30,0.277061018,0.032905746,0.010482814,-1,-2,0.234859122,0.012854338,0.005304018
"Boston, MA metro area",January 2019,All Residential,Metro,False,MA,,6/14/2020 3:16:51 PM,,"Boston, MA",1/1/2019,1/31/2019,,14454,Value,10313,-9.695559434e-05,0.269292308,0.984520044,-0.3%,-0.6%,2716,-25.4%,-9.8%,6615,-0.3%,32.9%,34,11,9,285.733486943,0.080939800,0.062381243,499900,0.115972765,0.043883187,264.473684211,-0.013157895,0.019240891,$472K,3.9%,3.9%,2.4,0.6,0.7,3716,127.6%,28.8%,1,0.488854126,0.193034190,-0.056837780,14454,2557,0.027733119,0.112706701,30,0.243839758,0.069408882,0.055448515,-1,-2,0.257363770,-0.047222882,-0.063791992
